row_index,BX,BY,EX,EY,mode,start_obstime,end_obstime,time_source,time_delta_days,conversion_ok,accepted,reject_reason,effective_b0_deg,effective_b0_source,start_radius_fraction,end_radius_fraction,latitude_deg,delta_lat_deg,cmd_start_deg,cmd_end_deg,abs_cmd_deg,synodic_delta_lon_deg,carrington_delta_lon_deg,synodic_rate_deg_per_day,sidereal_rate_deg_per_day,sidereal_rate_nhz,sidereal_period_days
66,637.0,795.0,836.0,784.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.49964184703509573,0.3387413157740663,8.339417961178935,0.15937763576786956,-25.753936557123385,-12.190603044093669,25.753936557123385,13.563333513029704,0.3645836820082202,13.563333513029704,14.548980845128789,467.75272778834847,24.744001235009755
67,607.0,744.0,798.0,732.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.5580930936990421,0.41026940862599176,11.882799297769498,0.17026336461020186,-28.250811108065964,-14.873783341106778,28.250811108065964,13.377027766959174,0.1782779359376896,13.377027766959174,14.362675099058258,461.76295971766524,25.064968574245945
68,585.0,451.0,736.0,437.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.8020421466096851,0.7264942031155471,33.96622392042755,0.28623798342626117,-35.954767863359905,-22.736144820137632,35.954767863359905,13.218623043222266,0.019873212200781865,13.218623043222266,14.20427037532135,456.6702152559591,25.344490810697874
69,570.0,777.0,735.0,773.0,pooled,,,folder_dates,1.0,True,False,sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.5742681870148162,0.4253132469424052,9.570280825720317,-0.374022157133723,-30.78704209837791,-18.993804184382245,30.78704209837791,11.793237913995654,-1.4055119170258301,11.793237913995654,12.778885246094738,410.8437900622023,28.17147138166977
70,533.0,560.0,693.0,548.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.7506186748687568,0.6441924794789862,25.377797454023096,0.009691363560985877,-37.142500513307546,-24.021200983408676,37.142500513307546,13.121299529898863,-0.07745030112262086,13.121299529898863,14.106946861997947,453.54124427719745,25.519341890326913
71,525.0,575.0,687.0,560.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.7458543862122813,0.6371861367289045,24.39343431867795,0.21392317703666208,-37.464999948433146,-24.29885973259844,37.464999948433146,13.166140215834702,-0.03260961518678229,13.166140215834702,14.151787547933786,454.98288155651323,25.438482508350074
72,516.0,1327.0,667.0,1324.0,pooled,,,folder_dates,1.0,True,False,delta_lat_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.657222926645626,0.5181269685661571,-25.68180360292562,-0.6008969566465403,-38.66372241542456,-26.18465023519842,38.66372241542456,12.479072180226126,-0.719677650795358,12.479072180226126,13.46471951232521,432.8935028396737,26.736539121402902
73,503.0,686.0,673.0,668.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.6900393619118074,0.5554855511449998,16.550401697103354,0.3772435867939201,-37.10820282945575,-24.032632188307907,37.10820282945575,13.075570641147834,-0.12317918987364962,13.075570641147834,14.061217973246919,452.0710510946155,25.602334071269027
74,497.0,1001.0,682.0,991.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.5861129541835162,0.38176490729825396,-4.475467920720693,-0.18937942677727015,-35.96361005552039,-22.40878055309299,35.96361005552039,13.554829502427395,0.35607967140591157,13.554829502427395,14.54047683452648,467.4793220976878,24.758472785787678
75,455.0,1105.0,617.0,1099.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.6385960681617175,0.4598362564174876,-10.955624462927062,-0.48210441354500766,-40.04883151144545,-27.451437491932907,40.04883151144545,12.597394019512535,-0.6013558115089488,12.597394019512535,13.58304135161162,436.69757431878924,26.503637195898413
76,428.0,469.0,592.0,468.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9048845503061238,0.7823358503328666,33.13149383286603,-1.6188191066087185,-52.961355495079815,-34.61156094984239,52.961355495079815,18.349794545237415,5.1510447142159315,18.349794545237415,19.3354418773365,621.6384348423516,18.61865905541905
77,414.0,714.0,585.0,707.0,pooled,,,folder_dates,1.0,True,False,delta_lat_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.7602793508691557,0.6016540985657687,14.752729729713344,-0.6525346107467627,-44.58343615396485,-30.24237783758651,44.58343615396485,14.341058316378337,1.1423084853568533,14.341058316378337,15.326705648477422,492.7567402416867,23.48841350885883
78,413.0,1205.0,576.0,1194.0,pooled,,,folder_dates,1.0,True,False,cmd_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.7080507061426715,0.5324112399217936,-16.914133517716913,-0.32904990190171546,-45.15101432497892,-31.381981261821974,45.15101432497892,13.76903306315694,0.5702832321354556,13.76903306315694,14.754680395256024,474.3660106499494,24.39903748208253
79,378.0,688.0,506.0,687.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.809062862853921,0.6866387984276543,16.762047696912624,-0.9805329422926263,-48.72860074656874,-36.83927793581222,48.72860074656874,11.88932281075651,-1.3094270202649732,11.88932281075651,12.874970142855595,413.9329392636187,27.96122989067795
80,348.0,679.0,481.0,658.0,pooled,,,folder_dates,1.0,True,False,cmd_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.8432747747199677,0.7275911550375588,18.364406038948996,0.2715728893884517,-52.260008671163305,-39.5098655730391,52.260008671163305,12.750143098124198,-0.4486067328972858,12.750143098124198,13.735790430223282,441.6084886260058,26.208903071779613
81,334.0,580.0,455.0,567.0,pooled,,,folder_dates,1.0,True,False,cmd_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9116773308334235,0.8108903809249085,25.72541680129536,-0.4804987202229931,-58.51157945751464,-44.45674400040969,58.51157945751464,14.054835457104957,0.8560856260834733,14.054835457104957,15.040482789204042,483.55461642245507,23.935401878083702
82,332.0,1503.0,395.0,1502.0,pooled,,,folder_dates,1.0,True,False,latitude_cut;cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9351206431706823,0.8777953584737302,-35.43670311966288,-1.023674312545019,-69.68197556860267,-59.690420000281364,69.68197556860267,9.991555568321303,-3.207194262700181,9.991555568321303,10.977202900420387,352.91933193223986,32.79523966767648
83,329.0,841.0,449.0,813.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.7985434270835067,0.6805462584398971,7.664182118304076,0.8350922197814485,-51.1179756421511,-40.187994848094505,51.1179756421511,10.929980794056604,-2.26876903696488,10.929980794056604,11.915628126155688,383.08989603124,30.21242323010847
84,326.0,1330.0,431.0,1328.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.8468095534139223,0.740424469518484,-24.3188856330419,-0.9686144262845389,-57.980198074597496,-46.539197614963044,57.980198074597496,11.441000459634438,-1.757749371387046,11.441000459634438,12.426647791733522,399.5192834276467,28.970001084240906
85,315.0,1212.0,435.0,1205.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.8150020828572945,0.6846482380584523,-16.590151647950094,-0.6603478474925488,-55.14499182784763,-43.161490588983,55.14499182784763,11.98350123886462,-1.2152485921568648,11.98350123886462,12.969148570963704,416.9607951055718,27.758183047266098
86,306.0,529.0,399.0,506.0,pooled,,,folder_dates,1.0,True,False,cmd_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9689940055108954,0.901951929955592,31.044187944755336,0.14408474538846505,-68.50390084558639,-54.208684065156824,68.50390084558639,14.29521678042957,1.0964669494080859,14.29521678042957,15.280864112528654,491.28292542851904,23.558877125596513
87,301.0,1545.0,323.0,1510.0,pooled,,,folder_dates,1.0,True,False,latitude_cut;cmd_cut;delta_lat_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9901801806355532,0.9477699621926029,-35.72158871925543,1.135177651068858,-85.30316109922906,-72.29672448761038,85.30316109922906,13.006436611618682,-0.1923132194028021,13.006436611618682,13.992083943717766,449.84837782014426,25.728833635366698
88,260.0,1280.0,372.0,1246.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;delta_lat_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.8952770451956874,0.7652870033725022,-19.380778586665535,0.7649368803046812,-64.42484189537777,-50.01205303397425,64.42484189537777,14.412788861403527,1.2140390303820432,14.412788861403527,15.398436193502612,495.06289202361796,23.378997417406737
89,188.0,755.0,248.0,737.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9757915432111866,0.9193026073881316,15.545580642957004,-0.12569116675561176,-74.6777971844303,-63.468597013833474,74.6777971844303,11.20920017059683,-1.9895496604246539,11.20920017059683,12.194847502695914,392.0668564395549,29.520664356025346
90,177.0,758.0,247.0,736.0,pooled,,,folder_dates,1.0,True,False,cmd_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9864295260567494,0.9207303864022542,15.6961807955466,-0.24573076572065666,-78.00242754396596,-63.66766244626422,78.00242754396596,14.334765097701734,1.1360152666802499,14.334765097701734,15.320412429800818,492.55441196633296,23.498061925522222
91,177.0,848.0,315.0,821.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9612138673393305,0.8194322032983993,8.950921568257339,-0.4395101624590616,-72.42000438643605,-52.84589954285889,72.42000438643605,19.574104843577175,6.375355012555691,19.574104843577175,20.55975217567626,661.0002628496741,17.50993868622148
92,170.0,780.0,237.0,754.0,pooled,,,folder_dates,1.0,True,False,cmd_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9868593405469147,0.9244744920330431,14.431068805438077,0.06377605250074403,-78.42512489069166,-64.56367011025517,78.42512489069166,13.861454780436475,0.6627049494149908,13.861454780436475,14.84710211253556,477.33738787730067,24.24715592789305
93,163.0,780.0,236.0,756.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9943401559220126,0.924807620969069,14.574577293459928,-0.47205330776616883,-81.70689495237194,-64.64964725727526,81.70689495237194,17.05724769509669,3.8584978640752077,17.05724769509669,18.042895027195776,580.0827876541853,19.952452167868714
94,932.0,523.0,1110.0,517.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.5659745228310433,0.5713801787268923,26.890437899286162,0.4550389620409625,-6.56819889458907,6.163000694344605,6.56819889458907,12.731199588933663,-0.46755024208782103,12.731199588933663,13.716846921032747,440.9994509076887,26.245098605569
95,498.0,1001.0,683.0,991.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.5850029017549643,0.38065894783638177,-4.480006517044742,-0.18688511131834318,-35.88508555834087,-22.339824310192707,35.88508555834087,13.545261248148165,0.3465114171266812,13.545261248148165,14.53090858024725,467.17170075383393,24.7747756454383
96,1214.0,818.0,1382.0,809.0,pooled,,,folder_dates,1.0,True,False,delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.3113808354593423,0.4639989889303586,6.7054201155707815,1.039223774966148,12.259955274194091,23.638298513333332,23.638298513333332,11.378343239139241,-1.820406591882243,11.378343239139241,12.363990571238325,397.50484089629396,29.116812887050262
97,1348.0,1176.0,1470.0,1243.0,pooled,,,folder_dates,1.0,True,False,delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.3976474025944637,0.5520746505257115,-18.33723983106223,-3.8239538726383557,22.04390126494187,31.883944818223505,31.883944818223505,9.840043553281646,-3.358706277739838,9.840043553281646,10.82569088538073,348.04818947340317,33.25422865030744
98,553.0,856.0,748.0,846.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.5556277730839435,0.3649116246807718,4.591259874110129,-0.08533829327514209,-31.67158297851073,-17.916797459814138,31.67158297851073,13.754785518696593,0.5560356876751094,13.754785518696593,14.740432850795678,473.9079491639557,24.42262066819615
99,623.0,1187.0,859.0,1153.0,pooled,,,folder_dates,1.0,True,False,delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.48095840532661555,0.2327134623427608,-16.085237330767274,1.517589564567258,-27.744402735146704,-10.958265417275893,27.744402735146704,16.78613731787081,3.5873874868493267,16.78613731787081,17.771784649969895,571.366533242345,20.25682884924052
100,1328.0,1196.0,1515.0,1207.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.3880944265905107,0.582215860864315,-17.732218391879847,0.09078506983107815,20.77603334578996,34.93331418249981,34.93331418249981,14.157280836709845,0.9585310056883607,14.157280836709845,15.142928168808929,486.84825645604843,23.773473398726154
101,924.0,1379.0,1098.0,1383.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.40979519124244507,0.40727489427433755,-30.539937776986093,-0.3027470292453138,-7.400679327257799,5.486720899531238,7.400679327257799,12.887400226789026,-0.3113496042324577,12.887400226789026,13.87304755888811,446.02133355478753,25.949597481871034
102,892.0,622.0,1085.0,625.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.4701300056603729,0.4484844162342079,19.26582355456661,-0.28602327817782935,-8.94601159835458,4.113720062059662,8.94601159835458,13.05973166041423,-0.13901817060725463,13.05973166041423,14.045378992513314,451.56182460498053,25.631205835876184
103,1060.0,616.0,1257.0,626.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.45509461775669363,0.5124294591622187,19.537098281756094,-0.42806494421370545,2.435822733085097,15.922879518831277,15.922879518831277,13.487056785746177,0.2883069547246926,13.487056785746177,14.472704117845261,465.3004153113832,24.87441165580865
104,989.0,1173.0,1209.0,1180.0,pooled,,,folder_dates,1.0,True,False,sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.17006171719208585,0.268882001748346,-16.884558553243988,-0.2946588894539559,-2.3273802011876947,12.414609966098453,12.414609966098453,14.741990167286133,1.543240336264649,14.741990167286133,15.727637499385217,505.64678174463796,22.889642517134067
105,1008.0,1257.0,1189.0,1270.0,pooled,,,folder_dates,1.0,True,False,delta_lat_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.25949856680305483,0.32912341487992347,-22.57736712395127,-0.7220263705584813,-1.1003405630309062,11.482890589391177,11.482890589391177,12.583231152422087,-0.6155186785993969,12.583231152422087,13.568878484521171,436.2422352276612,26.531301051201353
106,1074.0,1481.0,1215.0,1493.0,pooled,,,folder_dates,1.0,True,False,latitude_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.5108078810649114,0.5626678076168878,-38.043488044351,-0.660787453076253,4.02703392177964,15.70590821780975,15.70590821780975,11.678874296030102,-1.5198755349913817,11.678874296030102,12.664521628129187,407.16697621300113,28.425866414125228
107,950.0,672.0,1144.0,672.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.3996603496241883,0.41321384174824743,15.860237769159896,0.04509396245849828,-4.902859583461346,7.968321185059984,7.968321185059984,12.871180768521327,-0.3275690625001566,12.871180768521327,13.856828100620412,445.49987463414396,25.979971562458925
108,786.0,1335.0,964.0,1326.0,pooled,,,folder_dates,1.0,True,True,,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.43513159638532284,0.3421139799959101,-26.961059932970475,0.32058506405751075,-17.28436002330725,-4.2834031190910435,17.28436002330725,13.000956904216196,-0.19779292680528826,13.000956904216196,13.98660423631528,449.67220409964256,25.738913743286176
109,612.0,1382.0,795.0,1373.0,pooled,,,folder_dates,1.0,True,False,sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.6064549895260057,0.4638033853336062,-29.68369847732096,-0.09781464994621203,-31.780652242562372,-17.038893964718305,31.780652242562372,14.74175827784407,1.5430084468225864,14.74175827784407,15.727405609943155,505.63932645136174,22.88998000867997
110,508.0,363.0,582.0,346.0,pooled,,,folder_dates,1.0,True,False,latitude_cut;cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.9317294419982765,0.8992781741863312,43.452710233234185,0.743436196335189,-51.71789722775485,-42.89943473203598,51.71789722775485,8.818462495718876,-4.380287335302608,8.818462495718876,9.80410982781796,315.2041482708964,36.719294900037134
111,1676.0,560.0,1636.0,500.0,pooled,,,folder_dates,1.0,True,False,cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.889166623277447,0.8951998190624162,29.22248754484817,4.441467332965377,54.39753241077497,52.84829029104177,54.39753241077497,-1.5492421197332078,-14.747991950754692,-1.5492421197332078,-0.5635947876341241,-18.11968838844278,-638.7567945956692
112,1639.0,1547.0,1698.0,1606.0,pooled,,,folder_dates,1.0,True,False,latitude_cut;cmd_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.8970142517826762,0.9894505271508083,-40.23937607522397,-2.081251276097319,61.85636580551696,85.22744321738081,85.22744321738081,23.371077411863837,10.172327580842353,23.371077411863837,24.35672474396292,783.073712190166,14.78031236893745
113,1453.0,1199.0,1604.0,1222.0,pooled,,,folder_dates,1.0,True,False,delta_lat_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.514800692585412,0.6809615568997333,-17.781523570543236,-0.5811637287023572,29.985047537980556,42.67872350276143,42.67872350276143,12.69367596478088,-0.505073866240604,12.69367596478088,13.679323296879964,439.79305867026636,26.317091290773885
114,1044.0,1474.0,1234.0,1458.0,pooled,,,folder_dates,1.0,True,False,latitude_cut;delta_lat_cut;sidereal_rate_cut,-7.213482505185651,auto_from_2026-02-28T18_38_25_rotated.tif,0.500493583535787,0.5357076777958131,-36.4869773217748,1.4478583057288574,1.5989215601660167,16.711592865899576,16.711592865899576,15.112671305733556,1.9139214747120725,15.112671305733556,16.09831863783264,517.5642566175618,22.362583826236637
